contig	gc
244126 	39.01
244127 	40.58
244128 	32.98
244129 	39.79
244130 	30.89
244131 	38.22
244132 	37.70
244133 	44.76
244134 	46.86
244135 	40.58
244136 	36.39
244137 	42.93
244138 	40.05
244139 	40.31
244140 	40.31
244141 	34.55
244142 	37.43
244143 	34.55
244144 	31.94
244145 	38.48
244146 	32.72
244147 	39.01
244148 	35.08
244149 	41.88
244150 	36.91
244151 	40.05
244152 	35.08
244153 	35.60
244154 	53.40
244155 	41.10
244156 	34.55
244157 	37.70
244158 	33.77
244159 	42.93
244160 	39.27
244161 	45.03
244162 	42.67
244163 	43.19
244164 	34.03
244165 	43.46
244166 	40.31
244167 	39.53
244168 	38.48
244169 	34.55
244170 	38.22
244171 	39.53
244172 	41.88
244173 	35.60
244174 	39.01
244175 	39.53
244176 	32.72
244177 	38.48
244178 	41.62
244179 	52.09
244180 	54.19
244181 	34.82
244182 	50.26
244183 	38.22
244184 	31.15
244185 	43.46
244186 	39.53
244187 	37.96
244188 	39.01
244189 	42.41
244190 	41.62
244191 	36.13
244192 	41.10
244193 	35.86
244194 	38.48
244195 	43.46
244196 	50.52
244197 	47.12
244198 	39.53
244199 	29.58
244200 	38.74
244201 	34.55
244202 	42.41
244203 	42.15
244204 	34.55
244205 	34.82
244206 	50.00
244207 	44.76
244208 	48.43
244209 	35.60
244210 	46.86
244211 	23.82
244212 	35.34
244213 	34.82
244214 	42.41
244215 	34.82
244216 	45.03
244217 	45.29
244218 	32.46
244219 	36.39
244220 	34.29
244221 	31.41
244222 	43.46
244223 	39.53
244224 	45.81
244225 	39.79
244226 	31.94
244227 	44.24
244228 	39.01
244229 	41.88
244230 	42.41
244231 	27.49
244232 	48.69
244233 	43.46
244234 	43.46
244235 	39.27
244236 	37.17
244237 	39.27
244238 	39.27
244239 	37.96
244240 	36.65
244241 	35.60
244242 	39.53
244243 	46.34
244244 	39.79
244245 	41.36
244246 	32.98
244247 	45.03
244248 	39.53
244249 	42.67
244250 	37.96
244251 	36.39
244252 	41.36
244253 	37.70
244254 	40.31
244255 	41.36
244256 	44.24
244257 	47.64
244258 	36.65
244259 	32.20
244260 	46.60
244261 	34.55
244262 	38.48
244263 	35.34
244264 	35.08
244265 	38.22
244266 	34.65
244267 	43.31
244268 	40.42
244269 	34.38
244270 	44.09
244271 	41.73
244272 	42.78
244273 	36.75
244274 	36.22
244275 	38.32
244276 	36.75
244277 	59.84
244278 	25.46
244279 	41.73
244280 	41.47
244281 	48.82
244282 	43.31
244283 	36.75
244284 	44.36
244285 	39.11
244286 	37.80
244287 	30.45
244288 	43.83
244289 	40.42
244290 	35.17
244291 	35.43
244292 	41.21
244293 	46.72
244294 	41.21
244295 	37.01
244296 	34.38
244297 	41.73
244298 	50.92
244299 	40.16
244300 	34.12
244301 	38.06
244302 	29.92
244303 	44.36
244304 	40.94
244305 	48.03
244306 	37.80
244307 	39.11
244308 	35.17
244309 	52.23
244310 	39.37
244311 	39.37
244312 	43.04
244313 	39.11
244314 	32.28
244315 	41.47
244316 	35.17
244317 	45.67
244318 	32.81
244319 	32.81
244320 	33.60
244321 	31.50
244322 	32.81
244323 	35.70
244324 	46.72
244325 	43.04
244326 	30.71
244327 	40.42
244328 	41.21
244329 	36.48
244330 	42.52
244331 	47.51
244332 	44.36
244333 	39.37
244334 	32.55
244335 	53.81
244336 	40.94
244337 	40.94
244338 	44.88
244339 	40.94
244340 	33.86
244341 	37.01
244342 	43.83
244343 	42.26
244344 	38.58
244345 	35.43
244346 	35.43
244347 	34.65
244348 	41.21
244349 	38.58
244350 	35.70
244351 	33.07
244352 	35.96
244353 	33.86
244354 	36.22
244355 	39.90
244356 	35.70
244357 	40.68
244358 	40.16
244359 	40.42
244360 	37.01
244361 	46.72
244362 	43.31
244363 	35.17
244364 	38.06
244365 	44.36
244366 	38.58
244367 	39.90
244368 	37.01
244369 	36.22
244370 	43.31
244371 	39.63
244372 	41.47
244373 	43.04
244374 	36.48
244375 	36.22
244376 	43.57
244377 	43.04
244378 	39.37
244379 	54.59
244380 	33.60
244381 	40.16
244382 	34.65
244383 	46.98
244384 	34.91
244385 	39.63
244386 	38.85
244387 	42.26
244388 	32.55
244389 	40.42
244390 	40.16
244391 	34.65
244392 	39.11
244393 	39.37
244394 	30.97
244395 	46.72
244396 	43.83
244397 	42.52
244398 	37.53
244399 	39.11
244400 	36.75
244401 	37.27
244402 	42.52
244403 	43.83
244404 	36.22
244405 	41.21
244406 	39.63
244407 	38.32
244408 	38.06
244409 	37.80
244410 	40.16
244411 	40.68
244412 	30.18
244413 	42.78
244414 	43.57
244415 	32.81
244416 	37.80
244417 	35.43
244418 	36.48
244419 	39.11
244420 	35.43
244421 	44.36
244422 	45.41
244423 	46.72
244424 	40.42
244425 	39.37
244426 	54.33
244427 	38.06
244428 	40.16
244429 	40.68
244430 	38.58
244431 	37.80
244432 	33.86
244433 	40.68
244434 	44.88
244435 	37.01
244436 	38.32
244437 	36.75
244438 	40.16
244439 	34.91
244440 	37.27
244441 	29.66
244442 	40.68
244443 	34.38
244444 	33.07
244445 	41.47
244446 	43.04
244447 	39.90
244448 	44.62
244449 	37.80
244450 	44.62
244451 	42.78
244452 	38.58
244453 	39.90
244454 	40.68
244455 	48.29
244456 	37.27
244457 	38.85
244458 	40.68
244459 	39.37
244460 	48.29
244461 	43.04
244462 	36.22
244463 	32.02
244464 	40.94
244465 	37.53
244466 	39.63
244467 	39.63
244468 	39.37
244469 	38.58
244470 	36.48
244471 	39.11
244472 	45.41
244473 	40.68
244474 	40.16
244475 	36.22
244476 	38.32
244477 	43.04
244478 	34.12
244479 	35.96
244480 	44.36
244481 	33.86
244482 	37.80
244483 	29.13
244484 	32.55
244485 	39.11
244486 	39.37
244487 	46.72
244488 	42.78
244489 	40.16
244490 	49.34
244491 	48.03
244492 	33.07
244493 	38.32
244494 	37.80
244495 	40.94
244496 	36.75
244497 	42.26
244498 	34.65
244499 	41.21
244500 	42.78
244501 	41.99
244502 	32.81
244503 	34.91
244504 	39.63
244505 	38.85
244506 	37.27
244507 	40.94
244508 	41.73
244509 	35.17
244510 	36.75
244511 	38.32
244512 	46.19
244513 	43.57
244514 	35.70
244515 	41.47
244516 	43.57
244517 	46.46
244518 	52.49
244519 	40.16
244520 	37.27
244521 	32.55
244522 	43.83
244523 	36.48
244524 	38.32
244525 	44.88
244526 	43.04
244527 	44.62
244528 	38.85
244529 	39.11
244530 	42.78
244531 	37.80
244532 	28.61
244533 	41.99
244534 	42.78
244535 	45.14
244536 	39.11
244537 	38.06
244538 	42.26
244539 	45.67
244540 	43.31
244541 	41.47
244542 	41.73
244543 	46.19
244544 	41.47
244545 	36.48
244546 	43.83
244547 	38.32
244548 	41.21
244549 	33.60
244550 	46.46
244551 	40.42
244552 	48.82
244553 	40.16
244554 	33.33
244555 	42.52
244556 	34.38
244557 	41.73
244558 	40.42
244559 	34.91
244560 	48.29
244561 	42.26
244562 	37.01
244563 	42.26
244564 	40.68
244565 	39.37
244566 	35.43
244567 	34.38
244568 	40.68
244569 	50.13
244570 	36.22
244571 	38.85
244572 	38.58
244573 	36.75
244574 	40.42
244575 	41.21
244576 	40.94
244577 	40.42
244578 	44.09
244579 	38.06
244580 	44.09
244581 	41.47
244582 	38.58
244583 	45.41
244584 	41.47
244585 	41.99
244586 	41.99
244587 	37.27
244588 	34.38
244589 	42.52
244590 	37.80
244591 	37.80
244592 	31.76
244593 	45.67
244594 	36.22
244595 	40.16
244596 	43.57
244597 	29.40
244598 	40.16
244599 	37.01
244600 	38.85
244601 	43.57
244602 	33.60
244603 	29.92
244604 	28.61
244605 	35.96
244606 	41.99
244607 	39.11
244608 	43.31
244609 	41.73
244610 	50.66
244611 	38.06
244612 	37.53
244613 	38.32
244614 	41.21
244615 	35.70
244616 	39.90
244617 	37.80
244618 	41.73
244619 	36.48
244620 	38.85
244621 	42.78
244622 	41.21
244623 	38.85
244624 	39.63
244625 	37.01
244626 	39.37
244627 	36.48
244628 	36.75
244629 	44.09
244630 	34.91
244631 	39.63
244632 	45.67
244633 	41.99
244634 	38.58
244635 	40.68
244636 	40.42
244637 	39.90
244638 	37.27
244639 	33.86
244640 	41.99
244641 	37.80
244642 	45.14
244643 	45.93
244644 	39.37
244645 	35.96
244646 	32.81
244647 	41.21
244648 	32.81
244649 	41.73
244650 	48.56
244651 	33.86
244652 	40.42
244653 	44.88
244654 	36.48
244655 	38.06
244656 	45.14
244657 	41.21
244658 	36.48
244659 	41.99
244660 	36.75
244661 	42.26
244662 	38.85
244663 	45.67
244664 	47.77
244665 	44.09
244666 	39.63
244667 	32.02
244668 	46.98
244669 	36.48
244670 	39.90
244671 	37.53
244672 	35.96
244673 	48.03
244674 	39.37
244675 	45.93
244676 	40.16
244677 	40.68
244678 	38.32
244679 	41.73
244680 	34.91
244681 	40.16
244682 	48.03
244683 	35.43
244684 	36.22
244685 	46.98
244686 	43.31
244687 	36.75
244688 	45.67
244689 	30.97
244690 	34.12
244691 	44.09
244692 	43.31
244693 	42.78
244694 	33.86
244695 	46.72
244696 	41.47
244697 	35.96
244698 	28.87
244699 	39.11
244700 	40.94
244701 	31.76
244702 	43.04
244703 	39.63
244704 	45.41
244705 	40.94
244706 	35.43
244707 	44.36
244708 	43.57
244709 	32.02
244710 	46.72
244711 	35.43
244712 	44.62
244713 	40.68
244714 	38.58
244715 	40.42
244716 	35.17
244717 	40.94
244718 	34.12
244719 	43.04
244720 	46.46
244721 	40.42
244722 	34.91
244723 	33.86
244724 	47.24
244725 	34.65
244726 	44.88
244727 	40.68
244728 	35.17
244729 	43.31
244730 	37.80
244731 	41.73
244732 	34.91
244733 	35.96
244734 	41.47
244735 	41.47
244736 	46.19
244737 	33.33
244738 	42.26
244739 	39.11
244740 	41.99
244741 	44.62
244742 	34.91
244743 	33.86
244744 	41.21
244745 	31.76
244746 	41.05
244747 	46.58
244748 	42.11
244749 	42.11
244750 	40.53
244751 	46.84
244752 	41.32
244753 	37.89
244754 	36.05
244755 	36.58
244756 	41.05
244757 	47.37
244758 	49.47
244759 	36.58
244760 	38.68
244761 	38.95
244762 	41.58
244763 	39.21
244764 	43.42
244765 	38.68
244766 	37.11
244767 	37.63
244768 	34.47
244769 	38.16
244770 	34.21
244771 	42.37
244772 	36.84
244773 	35.53
244774 	44.21
244775 	44.21
244776 	35.79
244777 	43.95
244778 	38.68
244779 	32.89
244780 	45.53
244781 	48.16
244782 	42.63
244783 	37.63
244784 	38.68
244785 	39.21
244786 	47.11
244787 	39.21
244788 	36.58
244789 	35.26
244790 	36.05
244791 	38.16
244792 	41.84
244793 	42.11
244794 	41.58
244795 	35.26
244796 	41.58
244797 	39.74
244798 	36.58
244799 	37.63
244800 	39.47
244801 	40.00
244802 	36.32
244803 	51.05
244804 	38.95
244805 	42.37
244806 	41.58
244807 	40.00
244808 	41.84
244809 	38.16
244810 	38.68
244811 	37.11
244812 	38.95
244813 	38.16
244814 	38.95
244815 	35.53
244816 	40.79
244817 	58.16
244818 	34.47
244819 	38.16
244820 	39.74
244821 	54.21
244822 	40.53
244823 	45.79
244824 	36.32
244825 	42.63
244826 	42.37
244827 	44.21
244828 	42.37
244829 	37.63
244830 	43.16
244831 	45.00
244832 	43.42
244833 	43.68
244834 	40.53
244835 	36.58
244836 	32.11
244837 	34.21
244838 	38.68
244839 	33.95
244840 	41.84
244841 	40.00
244842 	37.37
244843 	40.26
244844 	40.00
244845 	38.95
244846 	28.42
244847 	41.58
244848 	35.00
244849 	37.11
244850 	39.47
244851 	42.63
244852 	38.95
244853 	43.95
244854 	50.00
244855 	32.89
244856 	45.00
244857 	35.79
244858 	37.63
244859 	29.47
244860 	40.26
244861 	31.84
244862 	25.00
244863 	33.95
244864 	39.47
244865 	33.95
244866 	45.00
244867 	37.11
244868 	31.84
244869 	46.05
244870 	33.68
244871 	44.21
244872 	31.32
244873 	32.89
244874 	38.42
244875 	42.37
244876 	41.84
244877 	34.47
244878 	36.32
244879 	33.95
244880 	33.95
244881 	41.32
244882 	41.84
244883 	38.68
244884 	35.00
244885 	38.16
244886 	35.53
244887 	42.89
244888 	37.63
244889 	42.89
244890 	33.95
244891 	43.95
244892 	38.16
244893 	41.05
244894 	39.21
244895 	40.26
244896 	34.74
244897 	42.89
244898 	31.58
244899 	39.74
244900 	44.74
244901 	41.58
244902 	31.84
244903 	40.26
244904 	39.74
244905 	44.74
244906 	40.00
244907 	35.00
244908 	29.47
244909 	42.11
244910 	36.58
244911 	37.63
244912 	36.58
244913 	40.26
244914 	45.79
244915 	32.63
244916 	37.37
244917 	42.11
244918 	38.16
244919 	41.84
244920 	40.79
244921 	49.47
244922 	39.47
244923 	35.79
244924 	40.26
244925 	34.74
244926 	32.63
244927 	35.79
244928 	36.84
244929 	42.37
244930 	38.16
244931 	39.74
244932 	42.63
244933 	42.11
244934 	37.37
244935 	51.84
244936 	40.26
244937 	37.89
244938 	33.16
244939 	44.21
244940 	38.16
244941 	42.63
244942 	35.53
244943 	47.89
244944 	43.68
244945 	39.21
244946 	32.11
244947 	39.21
244948 	39.74
244949 	37.63
244950 	39.21
244951 	41.84
244952 	42.63
244953 	38.16
244954 	52.11
244955 	34.47
244956 	37.89
244957 	36.05
244958 	39.74
244959 	40.00
244960 	41.05
244961 	45.00
244962 	33.95
244963 	27.89
244964 	35.53
244965 	42.89
244966 	34.21
244967 	35.53
244968 	36.84
244969 	38.42
244970 	33.68
244971 	35.79
244972 	38.16
244973 	41.84
244974 	35.00
244975 	38.42
244976 	40.79
244977 	30.79
244978 	37.89
244979 	32.89
244980 	44.47
244981 	39.74
244982 	37.37
244983 	42.63
244984 	38.68
244985 	40.00
244986 	42.11
244987 	49.21
244988 	37.63
244989 	34.47
244990 	42.63
244991 	46.58
244992 	34.47
244993 	41.32
244994 	36.58
244995 	45.00
244996 	41.32
244997 	46.84
244998 	41.05
244999 	35.00
245000 	35.79
245001 	35.79
245002 	43.68
245003 	36.32
245004 	49.74
245005 	36.84
245006 	40.26
245007 	33.68
245008 	37.37
245009 	41.58
245010 	32.89
245011 	38.68
245012 	47.63
245013 	41.84
245014 	46.05
245015 	36.58
245016 	31.84
245017 	32.63
245018 	30.26
245019 	41.84
245020 	37.89
245021 	33.68
245022 	39.21
245023 	48.42
245024 	39.47
245025 	42.63
245026 	38.95
245027 	41.58
245028 	45.00
245029 	47.11
245030 	42.89
245031 	35.00
245032 	36.58
245033 	39.47
245034 	38.95
245035 	31.32
245036 	33.16
245037 	39.21
245038 	37.11
245039 	46.58
245040 	38.95
245041 	43.68
245042 	45.00
245043 	45.53
245044 	34.21
245045 	35.79
245046 	27.63
245047 	43.95
245048 	37.37
245049 	43.16
245050 	43.95
245051 	36.58
245052 	40.00
245053 	33.95
245054 	32.11
245055 	35.53
245056 	43.16
245057 	36.05
245058 	37.63
245059 	35.79
245060 	43.42
245061 	41.32
245062 	42.37
245063 	37.63
245064 	36.84
245065 	40.79
245066 	35.79
245067 	35.00
245068 	39.47
245069 	37.11
245070 	33.42
245071 	37.11
245072 	42.37
245073 	41.05
245074 	41.58
245075 	43.95
245076 	36.05
245077 	45.00
245078 	41.84
245079 	34.47
245080 	29.74
245081 	36.58
245082 	42.63
245083 	42.11
245084 	43.68
245085 	37.63
245086 	35.53
245087 	40.00
245088 	33.95
245089 	40.26
245090 	38.42
245091 	43.16
245092 	34.47
245093 	42.11
245094 	42.63
245095 	44.74
245096 	38.95
245097 	39.74
245098 	35.79
245099 	50.00
245100 	38.16
245101 	35.26
245102 	42.11
245103 	36.84
245104 	41.58
245105 	36.58
245106 	39.74
245107 	42.63
245108 	44.74
245109 	38.95
245110 	36.84
245111 	41.58
245112 	30.79
245113 	35.79
245114 	47.63
245115 	37.63
245116 	37.89
245117 	39.21
245118 	36.05
245119 	40.53
245120 	40.26
245121 	36.32
245122 	47.11
245123 	32.89
245124 	42.37
245125 	40.53
245126 	42.37
245127 	36.84
245128 	40.79
245129 	54.47
245130 	42.37
245131 	33.16
245132 	49.47
245133 	34.74
245134 	41.84
245135 	38.95
245136 	49.47
245137 	33.42
245138 	39.74
245139 	41.58
245140 	29.74
245141 	33.95
245142 	32.63
245143 	40.79
245144 	36.84
245145 	44.74
245146 	38.95
245147 	35.26
245148 	44.47
245149 	32.11
245150 	39.74
245151 	40.00
245152 	31.32
245153 	42.63
245154 	39.47
245155 	54.74
245156 	36.32
245157 	47.11
245158 	37.89
245159 	38.68
245160 	41.58
245161 	33.95
245162 	37.11
245163 	42.63
245164 	40.00
245165 	34.74
245166 	31.32
245167 	45.53
245168 	35.00
245169 	37.37
245170 	41.84
245171 	33.16
245172 	41.84
245173 	32.11
245174 	41.05
245175 	42.11
245176 	33.16
245177 	45.00
245178 	41.84
245179 	65.26
245180 	44.21
245181 	41.84
245182 	38.68
245183 	32.89
245184 	34.74
245185 	38.16
245186 	37.89
245187 	41.05
245188 	35.00
245189 	29.47
245190 	36.68
245191 	29.02
245192 	44.06
245193 	39.58
245194 	41.16
245195 	31.93
245196 	34.56
245197 	47.23
245198 	39.05
245199 	40.37
245200 	32.72
245201 	38.26
245202 	38.26
245203 	35.36
245204 	39.31
245205 	35.88
245206 	40.37
245207 	33.77
245208 	44.06
245209 	35.36
245210 	36.15
245211 	42.22
245212 	37.73
245213 	37.20
245214 	33.77
245215 	35.88
245216 	36.94
245217 	35.36
245218 	44.85
245219 	38.52
245220 	38.79
245221 	32.19
245222 	45.38
245223 	38.79
245224 	40.37
245225 	36.94
245226 	47.76
245227 	40.37
245228 	37.20
245229 	31.40
245230 	34.83
245231 	37.47
245232 	36.15
245233 	37.20
245234 	41.16
245235 	36.94
245236 	36.15
245237 	31.93
245238 	47.49
245239 	31.40
245240 	40.37
245241 	39.31
245242 	37.47
245243 	40.90
245244 	41.69
245245 	38.52
245246 	31.13
245247 	38.79
245248 	38.26
245249 	37.20
245250 	43.54
245251 	38.79
245252 	33.77
245253 	45.91
245254 	43.27
245255 	33.77
245256 	35.09
245257 	38.52
245258 	37.47
245259 	43.80
245260 	35.88
245261 	42.22
245262 	43.27
245263 	47.76
245264 	34.30
245265 	42.22
245266 	38.79
245267 	39.31
245268 	44.33
245269 	39.05
245270 	31.93
245271 	37.99
245272 	41.42
245273 	36.68
245274 	32.98
245275 	30.61
245276 	41.16
245277 	31.66
245278 	39.05
245279 	37.47
245280 	39.31
245281 	42.22
245282 	44.85
245283 	49.34
245284 	33.51
245285 	46.70
245286 	46.17
245287 	44.33
245288 	31.93
245289 	31.93
245290 	36.68
245291 	36.15
245292 	40.11
245293 	33.77
245294 	47.49
245295 	35.62
245296 	40.37
245297 	46.97
245298 	36.15
245299 	36.41
245300 	35.62
245301 	36.41
245302 	41.42
245303 	39.05
245304 	33.51
245305 	32.19
245306 	44.85
245307 	39.05
245308 	36.68
245309 	39.58
245310 	42.22
245311 	35.62
245312 	41.95
245313 	37.73
245314 	37.99
245315 	41.95
245316 	31.93
245317 	38.79
245318 	37.99
245319 	46.70
245320 	49.60
245321 	31.13
245322 	44.85
245323 	34.83
245324 	40.90
245325 	33.77
245326 	36.94
245327 	43.80
245328 	46.17
245329 	40.90
245330 	36.68
245331 	45.12
245332 	42.48
245333 	33.51
245334 	37.99
245335 	41.42
245336 	44.85
245337 	29.29
245338 	43.27
245339 	33.77
245340 	32.45
245341 	38.79
245342 	47.49
245343 	34.04
245344 	37.73
245345 	40.63
245346 	36.94
245347 	41.42
245348 	47.49
245349 	41.42
245350 	40.37
245351 	34.83
245352 	35.36
245353 	37.47
245354 	39.31
245355 	44.59
245356 	33.77
245357 	41.42
245358 	48.55
245359 	40.37
245360 	36.15
245361 	41.95
245362 	44.59
245363 	29.82
245364 	35.36
245365 	37.47
245366 	45.12
245367 	38.79
245368 	38.52
245369 	39.31
245370 	46.44
245371 	30.87
245372 	34.56
245373 	34.56
245374 	38.79
245375 	43.01
245376 	42.22
245377 	41.16
245378 	39.05
245379 	47.49
245380 	39.58
245381 	47.23
245382 	33.77
245383 	48.81
245384 	39.05
245385 	45.38
245386 	44.33
245387 	43.80
245388 	36.68
245389 	41.42
245390 	46.17
245391 	39.31
245392 	36.94
245393 	41.42
245394 	37.47
245395 	38.52
245396 	34.30
245397 	42.48
245398 	41.42
245399 	40.90
245400 	52.24
245401 	43.01
245402 	45.12
245403 	47.76
245404 	32.19
245405 	39.31
245406 	44.33
245407 	43.54
245408 	37.20
245409 	40.63
245410 	37.99
245411 	35.09
245412 	39.31
245413 	36.94
245414 	38.52
245415 	41.42
245416 	42.22
245417 	45.12
245418 	37.73
245419 	34.56
245420 	42.74
245421 	40.63
245422 	41.69
245423 	38.26
245424 	35.09
245425 	36.41
245426 	41.42
245427 	42.48
245428 	36.94
245429 	40.11
245430 	48.55
245431 	44.59
245432 	38.79
245433 	48.55
245434 	40.90
245435 	31.93
245436 	34.30
245437 	38.52
245438 	33.51
245439 	42.74
245440 	40.90
245441 	33.25
245442 	31.13
245443 	37.47
245444 	42.48
245445 	46.17
245446 	38.52
245447 	41.95
245448 	43.80
245449 	45.12
245450 	38.52
245451 	35.36
245452 	45.38
245453 	40.11
245454 	42.48
245455 	33.77
245456 	39.05
245457 	48.81
245458 	37.20
245459 	43.27
245460 	43.54
245461 	28.23
245462 	41.42
245463 	35.36
245464 	32.98
245465 	43.01
245466 	35.62
245467 	40.63
245468 	31.40
245469 	40.11
245470 	43.27
245471 	40.90
245472 	41.42
245473 	35.09
245474 	40.37
245475 	39.05
245476 	37.20
245477 	34.83
245478 	37.99
245479 	38.52
245480 	38.52
245481 	38.26
245482 	38.52
245483 	44.59
245484 	39.05
245485 	41.42
245486 	45.12
245487 	39.84
245488 	39.58
245489 	42.22
245490 	39.58
245491 	41.95
245492 	39.84
245493 	38.26
245494 	34.56
245495 	37.99
245496 	35.36
245497 	41.42
245498 	40.37
245499 	41.69
245500 	42.48
245501 	50.92
245502 	32.98
245503 	43.54
245504 	35.88
245505 	39.05
245506 	31.40
245507 	41.42
245508 	40.11
245509 	35.09
245510 	35.36
245511 	38.52
245512 	40.90
245513 	51.19
245514 	33.77
245515 	34.83
245516 	33.77
245517 	42.74
245518 	39.84
245519 	43.27
245520 	45.38
245521 	47.49
245522 	39.05
245523 	36.68
245524 	33.51
245525 	37.47
245526 	42.48
245527 	39.05
245528 	36.68
245529 	37.47
245530 	40.63
245531 	46.97
245532 	37.47
245533 	36.15
245534 	37.47
245535 	36.15
245536 	38.26
245537 	46.70
245538 	45.65
245539 	36.94
245540 	34.56
245541 	45.65
245542 	41.42
245543 	42.74
245544 	45.65
245545 	37.99
245546 	45.65
245547 	38.52
245548 	43.54
245549 	37.73
245550 	35.09
245551 	40.37
245552 	44.85
245553 	34.04
245554 	41.16
245555 	43.27
245556 	44.33
245557 	41.42
245558 	43.54
245559 	43.80
245560 	36.15
245561 	42.48
245562 	29.55
245563 	44.59
245564 	36.15
245565 	37.73
245566 	41.16
245567 	47.49
245568 	47.49
245569 	43.01
245570 	41.69
245571 	40.37
245572 	31.66
245573 	35.09
245574 	35.36
245575 	38.52
245576 	51.45
245577 	35.88
245578 	41.69
245579 	34.04
245580 	40.63
245581 	33.51
245582 	52.24
245583 	36.94
245584 	41.95
245585 	39.84
245586 	41.16
245587 	38.26
245588 	39.58
245589 	38.79
245590 	33.51
245591 	36.94
245592 	42.74
245593 	50.40
245594 	38.26
245595 	40.90
245596 	37.73
245597 	36.68
245598 	32.19
245599 	55.15
245600 	35.36
245601 	44.59
245602 	33.25
245603 	41.42
245604 	37.73
245605 	38.79
245606 	37.20
245607 	41.95
245608 	29.29
245609 	41.42
245610 	36.41
245611 	33.51
245612 	39.84
245613 	41.42
245614 	39.84
245615 	39.05
245616 	33.77
245617 	41.16
245618 	45.12
245619 	44.59
245620 	34.04
245621 	40.37
245622 	46.17
245623 	35.09
245624 	43.01
245625 	41.95
245626 	43.27
245627 	35.36
245628 	48.81
245629 	47.49
245630 	42.74
245631 	37.47
245632 	38.79
245633 	48.28
245634 	33.51
245635 	37.20
245636 	44.59
245637 	40.63
245638 	38.26
245639 	35.36
245640 	38.26
245641 	39.05
245642 	44.59
245643 	38.52
245644 	31.66
245645 	37.30
245646 	41.01
245647 	41.01
245648 	33.33
245649 	38.89
245650 	43.65
245651 	42.06
245652 	32.54
245653 	38.36
245654 	41.53
245655 	33.86
245656 	36.51
245657 	36.51
245658 	38.62
245659 	35.19
245660 	36.51
245661 	39.42
245662 	42.86
245663 	41.27
245664 	47.62
245665 	30.95
245666 	42.06
245667 	34.92
245668 	37.57
245669 	39.15
245670 	37.83
245671 	42.33
245672 	35.71
245673 	30.42
245674 	34.39
245675 	42.33
245676 	38.89
245677 	39.42
245678 	41.01
245679 	44.71
245680 	33.60
245681 	39.15
245682 	34.92
245683 	39.95
245684 	42.86
245685 	39.68
245686 	32.80
245687 	36.77
245688 	37.30
245689 	37.83
245690 	29.10
245691 	39.95
245692 	36.77
245693 	48.68
245694 	43.65
245695 	41.27
245696 	36.24
245697 	34.13
245698 	42.06
245699 	40.21
245700 	34.66
245701 	42.86
245702 	33.33
245703 	39.68
245704 	38.89
245705 	38.36
245706 	47.62
245707 	40.21
245708 	46.56
245709 	37.57
245710 	38.36
245711 	36.77
245712 	36.51
245713 	42.06
245714 	37.30
245715 	36.77
245716 	37.30
245717 	37.30
245718 	35.71
245719 	40.48
245720 	29.63
245721 	30.95
245722 	38.62
245723 	39.95
245724 	40.48
245725 	42.33
245726 	41.27
245727 	39.68
245728 	41.53
245729 	40.48
245730 	37.57
245731 	34.92
245732 	33.33
245733 	34.13
245734 	38.36
245735 	33.33
245736 	38.89
245737 	34.13
245738 	38.10
245739 	41.53
245740 	32.80
245741 	36.77
245742 	38.62
245743 	35.98
245744 	47.35
245745 	29.63
245746 	43.92
245747 	43.65
245748 	38.62
245749 	39.42
245750 	45.77
245751 	42.06
245752 	39.95
245753 	37.30
245754 	42.59
245755 	38.62
245756 	37.83
245757 	35.71
245758 	47.88
245759 	33.86
245760 	38.36
245761 	35.71
245762 	43.12
245763 	43.65
245764 	43.92
245765 	48.68
245766 	44.44
245767 	40.74
245768 	46.03
245769 	29.37
245770 	33.33
245771 	36.24
245772 	34.92
245773 	35.45
245774 	42.59
245775 	43.12
245776 	42.86
245777 	34.92
245778 	43.39
245779 	46.30
245780 	35.71
245781 	38.10
245782 	37.04
245783 	37.83
245784 	30.42
245785 	37.30
245786 	39.95
245787 	46.56
245788 	37.83
245789 	31.22
245790 	38.10
245791 	34.39
245792 	36.51
245793 	41.27
245794 	43.39
245795 	35.98
245796 	34.13
245797 	36.24
245798 	37.30
245799 	37.57
245800 	39.95
245801 	39.95
245802 	43.65
245803 	32.54
245804 	34.13
245805 	48.68
245806 	45.24
245807 	43.39
245808 	39.15
245809 	34.39
245810 	44.44
245811 	36.51
245812 	39.95
245813 	54.76
245814 	43.39
245815 	31.48
245816 	49.74
245817 	38.89
245818 	33.33
245819 	29.63
245820 	41.01
245821 	40.74
245822 	35.71
245823 	36.77
245824 	34.66
245825 	35.19
245826 	53.44
245827 	38.89
245828 	42.59
245829 	44.71
245830 	38.89
245831 	42.59
245832 	34.13
245833 	36.24
245834 	42.86
245835 	38.10
245836 	39.15
245837 	44.97
245838 	28.84
245839 	33.33
245840 	39.15
245841 	35.19
245842 	35.71
245843 	55.03
245844 	39.42
245845 	37.57
245846 	45.24
245847 	44.97
245848 	39.42
245849 	34.92
245850 	44.71
245851 	41.01
245852 	34.92
245853 	54.50
245854 	37.57
245855 	43.12
245856 	28.04
245857 	42.86
245858 	39.95
245859 	40.48
245860 	37.57
245861 	37.57
245862 	45.24
245863 	35.98
245864 	45.50
245865 	36.77
245866 	31.48
245867 	48.41
245868 	32.54
245869 	37.57
245870 	37.57
245871 	44.18
245872 	38.36
245873 	35.98
245874 	41.53
